"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","microtubule organizing center","GO:0005815","1","0","865","33","4","22097","B9D1,CDK10,DTL,CILK1"
"GO:CC","nucleolus","GO:0005730","1","0","2001","33","6","22097","RBM4,ZCCHC17,DTL,ZNF593,CILK1,MTDH"
"GO:CC","spliceosomal complex","GO:0005681","1","0","206","33","1","22097","CACTIN"
"GO:CC","Golgi membrane","GO:0000139","1","0","671","33","3","22097","AGPAT3,LPCAT1,COPB1"
"GO:CC","ubiquitin ligase complex","GO:0000151","1","0","319","33","1","22097","DTL"
"GO:CC","lytic vacuole","GO:0000323","1","0","762","33","3","22097","SERPINB1,LPCAT1,TMEM9"
"GO:CC","DNA-directed RNA polymerase complex","GO:0000428","1","0","119","33","1","22097","STON1-GTF2A1L"
"GO:CC","proteasome complex","GO:0000502","1","0","67","33","1","22097","UBQLN1"
"GO:CC","chromosome","GO:0005694","1","0","1949","33","6","22097","TSPYL5,SOX12,BAHD1,DTL,EBF4,SOX15"
"GO:CC","chromatin","GO:0000785","1","0","1368","33","4","22097","TSPYL5,SOX12,EBF4,SOX15"
"GO:CC","extracellular region","GO:0005576","1","0","4213","33","4","22097","SERPINB1,FLT1,PLEKHH3,HSP90AB1"
"GO:CC","extracellular space","GO:0005615","1","0","3303","33","4","22097","SERPINB1,FLT1,PLEKHH3,HSP90AB1"
"GO:CC","nuclear envelope","GO:0005635","1","0","497","33","3","22097","AGPAT3,DTL,MTDH"
"GO:CC","nucleoplasm","GO:0005654","1","0","4220","33","10","22097","UBQLN1,CACTIN,RBM4,SOX12,BAHD1,DTL,STON1-GTF2A1L,ZNF593,HSP90AB1,MTDH"
"GO:CC","transcription regulator complex","GO:0005667","1","0","518","33","2","22097","STON1-GTF2A1L,SOX15"
"GO:CC","transcription factor TFIIA complex","GO:0005672","1","0","6","33","1","22097","STON1-GTF2A1L"
"GO:CC","chromatin silencing complex","GO:0005677","1","0","13","33","1","22097","BAHD1"
"GO:CC","fibrillar center","GO:0001650","1","0","150","33","2","22097","CILK1,MTDH"
"GO:CC","spindle","GO:0005819","1","0","436","33","1","22097","TMEM9"
"GO:CC","ribosome","GO:0005840","1","0","520","33","1","22097","ZCCHC17"
"GO:CC","lamellipodium","GO:0030027","1","0","202","33","1","22097","ANTXR1"
"GO:CC","cell junction","GO:0030054","1","0","2230","33","3","22097","FLT1,CHRND,MTDH"
"GO:CC","cell-substrate junction","GO:0030055","1","0","432","33","1","22097","FLT1"
"GO:CC","membrane coat","GO:0030117","1","0","99","33","1","22097","COPB1"
"GO:CC","vesicle coat","GO:0030120","1","0","63","33","1","22097","COPB1"
"GO:CC","COPI vesicle coat","GO:0030126","1","0","13","33","1","22097","COPB1"
"GO:CC","transport vesicle","GO:0030133","1","0","432","33","1","22097","COPB1"
"GO:CC","coated vesicle","GO:0030135","1","0","312","33","1","22097","COPB1"
"GO:CC","COPI-coated vesicle","GO:0030137","1","0","25","33","1","22097","COPB1"
"GO:CC","secretory granule","GO:0030141","1","0","896","33","4","22097","SERPINB1,LPCAT1,COPB1,HSP90AB1"
"GO:CC","cytosolic ribosome","GO:0022626","1","0","117","33","1","22097","ZCCHC17"
"GO:CC","filopodium","GO:0030175","1","0","107","33","1","22097","ANTXR1"
"GO:CC","axon","GO:0030424","1","0","656","33","1","22097","HSP90AB1"
"GO:CC","dendrite","GO:0030425","1","0","622","33","1","22097","HSP90AB1"
"GO:CC","growth cone","GO:0030426","1","0","169","33","1","22097","HSP90AB1"
"GO:CC","site of polarized growth","GO:0030427","1","0","174","33","1","22097","HSP90AB1"
"GO:CC","small nuclear ribonucleoprotein complex","GO:0030532","1","0","1495","33","1","22097","MEPCE"
"GO:CC","cytoplasmic vesicle membrane","GO:0030659","1","0","1226","33","4","22097","LPCAT1,COPB1,TMEM9,ANTXR1"
"GO:CC","Golgi-associated vesicle membrane","GO:0030660","1","0","58","33","1","22097","COPB1"
"GO:CC","coated vesicle membrane","GO:0030662","1","0","199","33","1","22097","COPB1"
"GO:CC","COPI-coated vesicle membrane","GO:0030663","1","0","18","33","1","22097","COPB1"
"GO:CC","secretory granule membrane","GO:0030667","1","0","316","33","2","22097","LPCAT1,COPB1"
"GO:CC","external encapsulating structure","GO:0030312","1","0","556","33","1","22097","SERPINB1"
"GO:CC","cytosol","GO:0005829","1","0","5487","33","12","22097","UBQLN1,CACTIN,RBM4,ACOX1,B9D1,COPB1,ZCCHC17,GLTP,DTL,ADSL,HSP90AB1,CILK1"
"GO:CC","cytosolic large ribosomal subunit","GO:0022625","1","0","57","33","1","22097","ZCCHC17"
"GO:CC","nuclear body","GO:0016604","1","0","895","33","3","22097","CACTIN,RBM4,MTDH"
"GO:CC","cytoskeleton","GO:0005856","1","0","2430","33","7","22097","FLT1,B9D1,CDK10,PLEKHH3,TMEM9,DTL,CILK1"
"GO:CC","plasma membrane","GO:0005886","1","0","5742","33","9","22097","UBQLN1,AGPAT3,LPCAT1,FLT1,CHRND,COPB1,ANTXR1,HSP90AB1,MTDH"
"GO:CC","acetylcholine-gated channel complex","GO:0005892","1","0","16","33","1","22097","CHRND"
"GO:CC","cell-cell junction","GO:0005911","1","0","519","33","1","22097","MTDH"
"GO:CC","bicellular tight junction","GO:0005923","1","0","129","33","1","22097","MTDH"
"GO:CC","focal adhesion","GO:0005925","1","0","422","33","1","22097","FLT1"
"GO:CC","cilium","GO:0005929","1","0","768","33","3","22097","B9D1,CDK10,CILK1"
"GO:CC","COP9 signalosome","GO:0008180","1","0","35","33","1","22097","HSP90AB1"
"GO:CC","external side of plasma membrane","GO:0009897","1","0","384","33","1","22097","ANTXR1"
"GO:CC","cell surface","GO:0009986","1","0","903","33","2","22097","ANTXR1,HSP90AB1"
"GO:CC","nuclear speck","GO:0016607","1","0","419","33","2","22097","CACTIN,RBM4"
"GO:CC","endosome membrane","GO:0010008","1","0","567","33","2","22097","TMEM9,ANTXR1"
"GO:CC","endomembrane system","GO:0012505","1","0","4777","33","11","22097","UBQLN1,AGPAT3,SERPINB1,LPCAT1,FLT1,COPB1,TMEM9,DTL,ANTXR1,HSP90AB1,MTDH"
"GO:CC","vesicle membrane","GO:0012506","1","0","1240","33","4","22097","LPCAT1,COPB1,TMEM9,ANTXR1"
"GO:CC","actin cytoskeleton","GO:0015629","1","0","515","33","1","22097","FLT1"
"GO:CC","microtubule cytoskeleton","GO:0015630","1","0","1405","33","5","22097","B9D1,CDK10,TMEM9,DTL,CILK1"
"GO:CC","large ribosomal subunit","GO:0015934","1","0","117","33","1","22097","ZCCHC17"
"GO:CC","membrane","GO:0016020","1","0","9864","33","15","22097","UBQLN1,AGPAT3,ACOX1,SERPINB1,LPCAT1,FLT1,CHRND,B9D1,COPB1,TMEM9,TMEM69,DTL,ANTXR1,HSP90AB1,MTDH"
"GO:CC","inclusion body","GO:0016234","1","0","72","33","1","22097","UBQLN1"
"GO:CC","aggresome","GO:0016235","1","0","35","33","1","22097","UBQLN1"
"GO:CC","apical plasma membrane","GO:0016324","1","0","407","33","1","22097","MTDH"
"GO:CC","RNA polymerase II, holoenzyme","GO:0016591","1","0","89","33","1","22097","STON1-GTF2A1L"
"GO:CC","cytoplasmic stress granule","GO:0010494","1","0","92","33","1","22097","RBM4"
"KEGG","Glycerophospholipid metabolism","KEGG:00564","0.24867781877935655","0.6043629506019506","99","9","2","8484","AGPAT3,LPCAT1"
"KEGG","Protein processing in endoplasmic reticulum","KEGG:04141","0.6922621660069465","0.15972940310386802","168","9","2","8484","UBQLN1,HSP90AB1"
"KEGG","NOD-like receptor signaling pathway","KEGG:04621","0.806563209972234","0.09336159149086043","182","9","2","8484","ANTXR1,HSP90AB1"
"KEGG","Fluid shear stress and atherosclerosis","KEGG:05418","1","0","138","9","1","8484","HSP90AB1"
"KEGG","KEGG root term","KEGG:00000","1","0","8484","9","9","8484","UBQLN1,AGPAT3,ACOX1,LPCAT1,FLT1,CHRND,ANTXR1,ADSL,HSP90AB1"
"KEGG","Fatty acid degradation","KEGG:00071","1","0","43","9","1","8484","ACOX1"
"KEGG","Purine metabolism","KEGG:00230","1","0","126","9","1","8484","ADSL"
"KEGG","Alanine, aspartate and glutamate metabolism","KEGG:00250","1","0","37","9","1","8484","ADSL"
"KEGG","beta-Alanine metabolism","KEGG:00410","1","0","31","9","1","8484","ACOX1"
"KEGG","Glycerolipid metabolism","KEGG:00561","1","0","63","9","1","8484","AGPAT3"
"KEGG","Ether lipid metabolism","KEGG:00565","1","0","50","9","1","8484","LPCAT1"
"KEGG","alpha-Linolenic acid metabolism","KEGG:00592","1","0","26","9","1","8484","ACOX1"
"KEGG","Amyotrophic lateral sclerosis","KEGG:05014","1","0","363","9","1","8484","UBQLN1"
"KEGG","Salmonella infection","KEGG:05132","1","0","249","9","1","8484","HSP90AB1"
"KEGG","Pathways in cancer","KEGG:05200","1","0","527","9","1","8484","HSP90AB1"
"KEGG","Transcriptional misregulation in cancer","KEGG:05202","1","0","192","9","1","8484","FLT1"
"KEGG","Chemical carcinogenesis - receptor activation","KEGG:05207","1","0","211","9","1","8484","HSP90AB1"
"KEGG","Prostate cancer","KEGG:05215","1","0","97","9","1","8484","HSP90AB1"
"KEGG","Rheumatoid arthritis","KEGG:05323","1","0","88","9","1","8484","FLT1"
"KEGG","Lipid and atherosclerosis","KEGG:05417","1","0","214","9","1","8484","HSP90AB1"
"KEGG","Alcoholic liver disease","KEGG:04936","1","0","142","9","1","8484","ACOX1"
"KEGG","Estrogen signaling pathway","KEGG:04915","1","0","136","9","1","8484","HSP90AB1"
"KEGG","Th17 cell differentiation","KEGG:04659","1","0","105","9","1","8484","HSP90AB1"
"KEGG","Propanoate metabolism","KEGG:00640","1","0","32","9","1","8484","ACOX1"
"KEGG","Biosynthesis of unsaturated fatty acids","KEGG:01040","1","0","27","9","1","8484","ACOX1"
"KEGG","Metabolic pathways","KEGG:01100","1","0","1537","9","4","8484","AGPAT3,ACOX1,LPCAT1,ADSL"
"KEGG","Carbon metabolism","KEGG:01200","1","0","115","9","1","8484","ACOX1"
"KEGG","Fatty acid metabolism","KEGG:01212","1","0","57","9","1","8484","ACOX1"
"KEGG","Nucleotide metabolism","KEGG:01232","1","0","84","9","1","8484","ADSL"
"KEGG","Biosynthesis of cofactors","KEGG:01240","1","0","153","9","1","8484","ADSL"
"KEGG","PPAR signaling pathway","KEGG:03320","1","0","75","9","1","8484","ACOX1"
"KEGG","MAPK signaling pathway","KEGG:04010","1","0","301","9","1","8484","FLT1"
"KEGG","Ras signaling pathway","KEGG:04014","1","0","235","9","1","8484","FLT1"
"KEGG","Progesterone-mediated oocyte maturation","KEGG:04914","1","0","102","9","1","8484","HSP90AB1"
"KEGG","Rap1 signaling pathway","KEGG:04015","1","0","210","9","1","8484","FLT1"
"KEGG","cAMP signaling pathway","KEGG:04024","1","0","223","9","1","8484","ACOX1"
"KEGG","HIF-1 signaling pathway","KEGG:04066","1","0","109","9","1","8484","FLT1"
"KEGG","Phospholipase D signaling pathway","KEGG:04072","1","0","147","9","1","8484","AGPAT3"
"KEGG","Neuroactive ligand-receptor interaction","KEGG:04080","1","0","365","9","1","8484","CHRND"
"KEGG","Peroxisome","KEGG:04146","1","0","83","9","1","8484","ACOX1"
"KEGG","PI3K-Akt signaling pathway","KEGG:04151","1","0","356","9","2","8484","FLT1,HSP90AB1"
"KEGG","Necroptosis","KEGG:04217","1","0","158","9","1","8484","HSP90AB1"
"KEGG","Focal adhesion","KEGG:04510","1","0","202","9","1","8484","FLT1"
"KEGG","Antigen processing and presentation","KEGG:04612","1","0","69","9","1","8484","HSP90AB1"
"KEGG","IL-17 signaling pathway","KEGG:04657","1","0","92","9","1","8484","HSP90AB1"
"KEGG","Calcium signaling pathway","KEGG:04020","1","0","251","9","1","8484","FLT1"
"REAC","Synthesis of PA","REAC:R-HSA-1483166","0.009116619211203816","2.040166184711927","39","17","3","10842","ACP6,AGPAT3,LPCAT1"
"REAC","Glycerophospholipid biosynthesis","REAC:R-HSA-1483206","0.3123796599024538","0.505317252258604","128","17","3","10842","ACP6,AGPAT3,LPCAT1"
"REAC","Infectious disease","REAC:R-HSA-5663205","1","0","999","17","1","10842","HSP90AB1"
"REAC","Inflammasomes","REAC:R-HSA-622312","1","0","20","17","1","10842","HSP90AB1"
"REAC","Innate Immune System","REAC:R-HSA-168249","1","0","1101","17","4","10842","SERPINB1,LPCAT1,COPB1,HSP90AB1"
"REAC","Intra-Golgi and retrograde Golgi-to-ER traffic","REAC:R-HSA-6811442","1","0","202","17","2","10842","AGPAT3,COPB1"
"REAC","Leishmania infection","REAC:R-HSA-9658195","1","0","215","17","1","10842","HSP90AB1"
"REAC","Membrane Trafficking","REAC:R-HSA-199991","1","0","624","17","3","10842","UBQLN1,AGPAT3,COPB1"
"REAC","Metabolism","REAC:R-HSA-1430728","1","0","2074","17","6","10842","ACP6,AGPAT3,LPCAT1,GLTP,ADSL,HSP90AB1"
"REAC","Metabolism of RNA","REAC:R-HSA-8953854","1","0","701","17","1","10842","CACTIN"
"REAC","Metabolism of lipids","REAC:R-HSA-556833","1","0","732","17","4","10842","ACP6,AGPAT3,LPCAT1,GLTP"
"REAC","Metabolism of nucleotides","REAC:R-HSA-15869","1","0","91","17","1","10842","ADSL"
"REAC","Metabolism of proteins","REAC:R-HSA-392499","1","0","1946","17","2","10842","COPB1,DTL"
"REAC","Mitotic G2-G2/M phases","REAC:R-HSA-453274","1","0","197","17","2","10842","CDK11B,HSP90AB1"
"REAC","Neddylation","REAC:R-HSA-8951664","1","0","244","17","1","10842","DTL"
"REAC","Nervous system development","REAC:R-HSA-9675108","1","0","574","17","1","10842","HSP90AB1"
"REAC","Neuronal System","REAC:R-HSA-112316","1","0","400","17","1","10842","CHRND"
"REAC","Neurophilin interactions with VEGF and VEGFR","REAC:R-HSA-194306","1","0","4","17","1","10842","FLT1"
"REAC","Neurotransmitter receptors and postsynaptic signal transmission","REAC:R-HSA-112314","1","0","196","17","1","10842","CHRND"
"REAC","Neutrophil degranulation","REAC:R-HSA-6798695","1","0","476","17","4","10842","SERPINB1,LPCAT1,COPB1,HSP90AB1"
"REAC","Nucleotide biosynthesis","REAC:R-HSA-8956320","1","0","14","17","1","10842","ADSL"
"REAC","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","REAC:R-HSA-168643","1","0","55","17","1","10842","HSP90AB1"
"REAC","Organelle biogenesis and maintenance","REAC:R-HSA-1852241","1","0","293","17","1","10842","B9D1"
"REAC","Immune System","REAC:R-HSA-168256","1","0","2052","17","4","10842","SERPINB1,LPCAT1,COPB1,HSP90AB1"
"REAC","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors","REAC:R-HSA-629587","1","0","7","17","1","10842","CHRND"
"REAC","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","REAC:R-HSA-3371497","1","0","57","17","1","10842","HSP90AB1"
"REAC","HSF1-dependent transactivation","REAC:R-HSA-3371571","1","0","24","17","1","10842","HSP90AB1"
"REAC","Cell recruitment (pro-inflammatory response)","REAC:R-HSA-9664424","1","0","25","17","1","10842","HSP90AB1"
"REAC","Cellular response to heat stress","REAC:R-HSA-3371556","1","0","87","17","1","10842","HSP90AB1"
"REAC","Cellular responses to stimuli","REAC:R-HSA-8953897","1","0","794","17","1","10842","HSP90AB1"
"REAC","Cellular responses to stress","REAC:R-HSA-2262752","1","0","780","17","1","10842","HSP90AB1"
"REAC","Centrosome maturation","REAC:R-HSA-380287","1","0","80","17","1","10842","CDK11B"
"REAC","Chaperone Mediated Autophagy","REAC:R-HSA-9613829","1","0","22","17","1","10842","HSP90AB1"
"REAC","Cilium Assembly","REAC:R-HSA-5617833","1","0","201","17","1","10842","B9D1"
"REAC","Circadian Clock","REAC:R-HSA-400253","1","0","67","17","1","10842","RBM4"
"REAC","Clathrin-mediated endocytosis","REAC:R-HSA-8856828","1","0","144","17","1","10842","UBQLN1"
"REAC","DDX58/IFIH1-mediated induction of interferon-alpha/beta","REAC:R-HSA-168928","1","0","82","17","1","10842","HSP90AB1"
"REAC","Parasitic Infection Pathways","REAC:R-HSA-9824443","1","0","215","17","1","10842","HSP90AB1"
"REAC","DNA Damage Bypass","REAC:R-HSA-73893","1","0","48","17","1","10842","DTL"
"REAC","Developmental Biology","REAC:R-HSA-1266738","1","0","1144","17","1","10842","HSP90AB1"
"REAC","Disease","REAC:R-HSA-1643685","1","0","1767","17","1","10842","HSP90AB1"
"REAC","ER to Golgi Anterograde Transport","REAC:R-HSA-199977","1","0","155","17","1","10842","COPB1"
"REAC","ESR-mediated signaling","REAC:R-HSA-8939211","1","0","216","17","1","10842","HSP90AB1"
"REAC","Estrogen-dependent gene expression","REAC:R-HSA-9018519","1","0","147","17","1","10842","HSP90AB1"
"REAC","Fcgamma receptor (FCGR) dependent phagocytosis","REAC:R-HSA-2029480","1","0","140","17","1","10842","HSP90AB1"
"REAC","G2/M Transition","REAC:R-HSA-69275","1","0","195","17","2","10842","CDK11B,HSP90AB1"
"REAC","Glycosphingolipid metabolism","REAC:R-HSA-1660662","1","0","43","17","1","10842","GLTP"
"REAC","Golgi-to-ER retrograde transport","REAC:R-HSA-8856688","1","0","133","17","2","10842","AGPAT3,COPB1"
"REAC","HSF1 activation","REAC:R-HSA-3371511","1","0","12","17","1","10842","HSP90AB1"
"REAC","DNA Repair","REAC:R-HSA-73894","1","0","329","17","1","10842","DTL"
"REAC","Peroxisomal protein import","REAC:R-HSA-9033241","1","0","60","17","1","10842","ACOX1"
"REAC","Phospholipid metabolism","REAC:R-HSA-1483257","1","0","210","17","3","10842","ACP6,AGPAT3,LPCAT1"
"REAC","Sphingolipid metabolism","REAC:R-HSA-428157","1","0","86","17","1","10842","GLTP"
"REAC","Synthesis of PC","REAC:R-HSA-1483191","1","0","28","17","1","10842","LPCAT1"
"REAC","TYSND1 cleaves peroxisomal proteins","REAC:R-HSA-9033500","1","0","7","17","1","10842","ACOX1"
"REAC","The NLRP3 inflammasome","REAC:R-HSA-844456","1","0","15","17","1","10842","HSP90AB1"
"REAC","The role of GTSE1 in G2/M progression after G2 checkpoint","REAC:R-HSA-8852276","1","0","79","17","1","10842","HSP90AB1"
"REAC","Transmission across Chemical Synapses","REAC:R-HSA-112315","1","0","259","17","1","10842","CHRND"
"REAC","Transport to the Golgi and subsequent modification","REAC:R-HSA-948021","1","0","186","17","1","10842","COPB1"
"REAC","Uptake and actions of bacterial toxins","REAC:R-HSA-5339562","1","0","25","17","1","10842","HSP90AB1"
"REAC","Uptake and function of diphtheria toxin","REAC:R-HSA-5336415","1","0","6","17","1","10842","HSP90AB1"
"REAC","VEGF binds to VEGFR leading to receptor dimerization","REAC:R-HSA-195399","1","0","8","17","1","10842","FLT1"
"REAC","VEGF ligand-receptor interactions","REAC:R-HSA-194313","1","0","8","17","1","10842","FLT1"
"REAC","Vesicle-mediated transport","REAC:R-HSA-5653656","1","0","718","17","3","10842","UBQLN1,AGPAT3,COPB1"
"REAC","Viral Infection Pathways","REAC:R-HSA-9824446","1","0","809","17","1","10842","HSP90AB1"
"REAC","mRNA Splicing","REAC:R-HSA-72172","1","0","209","17","1","10842","CACTIN"
"REAC","mRNA Splicing - Major Pathway","REAC:R-HSA-72163","1","0","202","17","1","10842","CACTIN"
"REAC","Signaling by VEGF","REAC:R-HSA-194138","1","0","104","17","1","10842","FLT1"
"REAC","Signaling by Rho GTPases, Miro GTPases and RHOBTB3","REAC:R-HSA-9716542","1","0","717","17","1","10842","HSP90AB1"
"REAC","Signaling by Rho GTPases","REAC:R-HSA-194315","1","0","702","17","1","10842","HSP90AB1"
"REAC","Signaling by Receptor Tyrosine Kinases","REAC:R-HSA-9006934","1","0","505","17","1","10842","FLT1"
"REAC","Post-translational protein modification","REAC:R-HSA-597592","1","0","1419","17","2","10842","COPB1,DTL"
"REAC","Postsynaptic nicotinic acetylcholine receptors","REAC:R-HSA-622327","1","0","14","17","1","10842","CHRND"
"REAC","Potential therapeutics for SARS","REAC:R-HSA-9679191","1","0","150","17","1","10842","HSP90AB1"
"REAC","Presynaptic nicotinic acetylcholine receptors","REAC:R-HSA-622323","1","0","12","17","1","10842","CHRND"
"REAC","Processing of Capped Intron-Containing Pre-mRNA","REAC:R-HSA-72203","1","0","276","17","1","10842","CACTIN"
"REAC","Protein localization","REAC:R-HSA-9609507","1","0","158","17","1","10842","ACOX1"
"REAC","Purine ribonucleoside monophosphate biosynthesis","REAC:R-HSA-73817","1","0","11","17","1","10842","ADSL"
"REAC","Purinergic signaling in leishmaniasis infection","REAC:R-HSA-9660826","1","0","25","17","1","10842","HSP90AB1"
"REAC","RHO GTPase cycle","REAC:R-HSA-9012999","1","0","449","17","1","10842","HSP90AB1"
"REAC","RHOBTB GTPase Cycle","REAC:R-HSA-9706574","1","0","35","17","1","10842","HSP90AB1"
"REAC","Phase I - Functionalization of compounds","REAC:R-HSA-211945","1","0","103","17","1","10842","HSP90AB1"
"REAC","RHOBTB2 GTPase cycle","REAC:R-HSA-9013418","1","0","23","17","1","10842","HSP90AB1"
"REAC","Recruitment of mitotic centrosome proteins and complexes","REAC:R-HSA-380270","1","0","80","17","1","10842","CDK11B"
"REAC","Regulation of actin dynamics for phagocytic cup formation","REAC:R-HSA-2029482","1","0","116","17","1","10842","HSP90AB1"
"REAC","SARS-CoV Infections","REAC:R-HSA-9679506","1","0","459","17","1","10842","HSP90AB1"
"REAC","SARS-CoV-2 Infection","REAC:R-HSA-9694516","1","0","292","17","1","10842","HSP90AB1"
"REAC","SARS-CoV-2 activates/modulates innate and adaptive immune responses","REAC:R-HSA-9705671","1","0","120","17","1","10842","HSP90AB1"
"REAC","SARS-CoV-2-host interactions","REAC:R-HSA-9705683","1","0","197","17","1","10842","HSP90AB1"
"REAC","Sema3A PAK dependent Axon repulsion","REAC:R-HSA-399954","1","0","16","17","1","10842","HSP90AB1"
"REAC","Semaphorin interactions","REAC:R-HSA-373755","1","0","64","17","1","10842","HSP90AB1"
"REAC","Signal Transduction","REAC:R-HSA-162582","1","0","2545","17","2","10842","FLT1,HSP90AB1"
"REAC","Signaling by Nuclear Receptors","REAC:R-HSA-9006931","1","0","290","17","1","10842","HSP90AB1"
"REAC","Recognition of DNA damage by PCNA-containing replication complex","REAC:R-HSA-110314","1","0","30","17","1","10842","DTL"
"REAC","Cell Cycle, Mitotic","REAC:R-HSA-69278","1","0","547","17","2","10842","CDK11B,HSP90AB1"
"REAC","Cell Cycle","REAC:R-HSA-1640170","1","0","677","17","2","10842","CDK11B,HSP90AB1"
"REAC","COPI-mediated anterograde transport","REAC:R-HSA-6807878","1","0","102","17","1","10842","COPB1"
"REAC","Acetylcholine binding and downstream events","REAC:R-HSA-181431","1","0","14","17","1","10842","CHRND"
"REAC","Acyl chain remodelling of PC","REAC:R-HSA-1482788","1","0","27","17","1","10842","LPCAT1"
"REAC","Anchoring of the basal body to the plasma membrane","REAC:R-HSA-5620912","1","0","96","17","1","10842","B9D1"
"REAC","Aryl hydrocarbon receptor signalling","REAC:R-HSA-8937144","1","0","6","17","1","10842","HSP90AB1"
"REAC","Asparagine N-linked glycosylation","REAC:R-HSA-446203","1","0","305","17","1","10842","COPB1"
"REAC","Attenuation phase","REAC:R-HSA-3371568","1","0","14","17","1","10842","HSP90AB1"
"REAC","Autophagy","REAC:R-HSA-9612973","1","0","149","17","1","10842","HSP90AB1"
"REAC","Axon guidance","REAC:R-HSA-422475","1","0","549","17","1","10842","HSP90AB1"
"REAC","Bacterial Infection Pathways","REAC:R-HSA-9824439","1","0","66","17","1","10842","HSP90AB1"
"REAC","Biological oxidations","REAC:R-HSA-211859","1","0","215","17","1","10842","HSP90AB1"
"REAC","COPI-dependent Golgi-to-ER retrograde traffic","REAC:R-HSA-6811434","1","0","99","17","1","10842","COPB1"
"REAC","COPI-independent Golgi-to-ER retrograde traffic","REAC:R-HSA-6811436","1","0","53","17","1","10842","AGPAT3"
"REAC","Acyl chain remodelling of PG","REAC:R-HSA-1482925","1","0","18","17","1","10842","LPCAT1"
"REAC","Cargo recognition for clathrin-mediated endocytosis","REAC:R-HSA-8856825","1","0","104","17","1","10842","UBQLN1"
"WP","Peroxisomal beta oxidation of tetracosanoyl CoA","WP:WP1941","0.7655285157634045","0.11603862729356347","4","13","1","8286","ACOX1"
"WP","Focal adhesion PI3K Akt mTOR signaling pathway","WP:WP3932","1","0","301","13","2","8286","FLT1,HSP90AB1"
"WP","PPAR signaling pathway","WP:WP3942","1","0","67","13","1","8286","ACOX1"
"WP","Clear cell renal cell carcinoma pathways","WP:WP4018","1","0","85","13","1","8286","FLT1"
"WP","PI3K Akt signaling pathway","WP:WP4172","1","0","336","13","2","8286","FLT1,HSP90AB1"
"WP","Ras signaling","WP:WP4223","1","0","183","13","1","8286","FLT1"
"WP","Purine metabolism and related disorders","WP:WP4224","1","0","23","13","1","8286","ADSL"
"WP","ncRNAs involved in Wnt signaling in hepatocellular carcinoma","WP:WP4336","1","0","88","13","1","8286","MTDH"
"WP","Genes related to primary cilium development based on CRISPR ","WP:WP4536","1","0","102","13","2","8286","B9D1,CILK1"
"WP","Hippo signaling regulation pathways","WP:WP4540","1","0","98","13","1","8286","FLT1"
"WP","Hippo Merlin signaling dysregulation","WP:WP4541","1","0","120","13","1","8286","FLT1"
"WP","VEGFA VEGFR2 signaling","WP:WP3888","1","0","430","13","1","8286","FLT1"
"WP","Joubert syndrome","WP:WP4656","1","0","76","13","1","8286","B9D1"
"WP","Eicosanoid metabolism via lipooxygenases LOX ","WP:WP4721","1","0","28","13","1","8286","ACOX1"
"WP","Omega 3 omega 6 fatty acid synthesis","WP:WP4723","1","0","15","13","1","8286","ACOX1"
"WP","Purine metabolism","WP:WP4792","1","0","13","13","1","8286","ADSL"
"WP","Ciliopathies","WP:WP4803","1","0","184","13","2","8286","B9D1,CILK1"
"WP","1q21 1 copy number variation syndrome","WP:WP4905","1","0","27","13","1","8286","ACP6"
"WP","Pleural mesothelioma","WP:WP5087","1","0","435","13","1","8286","FLT1"
"WP","NRP1 triggered signaling pathways in pancreatic cancer ","WP:WP5144","1","0","53","13","1","8286","FLT1"
"WP","Bardet Biedl syndrome","WP:WP5234","1","0","88","13","1","8286","CILK1"
"WP","Ether lipid biosynthesis","WP:WP5275","1","0","20","13","1","8286","LPCAT1"
"WP","Primary ovarian insufficiency","WP:WP5316","1","0","173","13","1","8286","ANTXR1"
"WP","Eicosanoid metabolism via cyclooxygenases COX ","WP:WP4719","1","0","31","13","1","8286","ACOX1"
"WP","Imatinib and chronic myeloid leukemia","WP:WP3640","1","0","20","13","1","8286","FLT1"
"WP","Triacylglyceride synthesis","WP:WP325","1","0","24","13","1","8286","AGPAT3"
"WP","Circadian rhythm genes","WP:WP3594","1","0","200","13","1","8286","RBM4"
"WP","WIKIPATHWAYS","WP:000000","1","0","8286","13","13","8286","RBM4,ACP6,AGPAT3,ACOX1,SERPINB1,LPCAT1,FLT1,B9D1,ANTXR1,ADSL,HSP90AB1,CILK1,MTDH"
"WP","Angiogenesis","WP:WP1539","1","0","24","13","1","8286","FLT1"
"WP","Gastric cancer network 2","WP:WP2363","1","0","31","13","1","8286","MTDH"
"WP","Vitamin D receptor pathway","WP:WP2877","1","0","182","13","1","8286","SERPINB1"
"WP","Estrogen receptor pathway","WP:WP2881","1","0","13","13","1","8286","ACOX1"
"WP","Nuclear receptors meta pathway","WP:WP2882","1","0","313","13","2","8286","ACOX1,HSP90AB1"
"WP","NRF2 pathway","WP:WP2884","1","0","141","13","1","8286","HSP90AB1"
"WP","Focal adhesion","WP:WP306","1","0","198","13","1","8286","FLT1"
